Dataset Name,Friendly Name,Data Type,Field Path,Field Type,Example Value
corva#torque-and-drag.hookload-trend,torque-and-drag.hookload-trend,time,data.activity_groups.end_timestamp,int,1545199574
corva#torque-and-drag.hookload-trend,torque-and-drag.hookload-trend,time,data.activity_groups.start_timestamp,int,1545199574
corva#torque-and-drag.hookload-trend,torque-and-drag.hookload-trend,time,version,int,1
corva#torque-and-drag.hookload-trend,torque-and-drag.hookload-trend,time,asset_id,int,31659357
corva#torque-and-drag.hookload-trend,torque-and-drag.hookload-trend,time,provider,str,'corva'
corva#torque-and-drag.hookload-trend,torque-and-drag.hookload-trend,time,timestamp,int,1545199574
corva#torque-and-drag.hookload-trend,torque-and-drag.hookload-trend,time,collection,str,'torque-and-drag.hookload-trend'
corva#torque-and-drag.hookload-trend,torque-and-drag.hookload-trend,time,company_id,int,5
corva#torque-and-drag.overview,torque-and-drag.overview,time,_id,str,'5f760adc62fd2f164883e065'
corva#torque-and-drag.overview,torque-and-drag.overview,time,app,str,'corva'
corva#torque-and-drag.overview,torque-and-drag.overview,time,data,dict,object
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.drag,dict,object
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.drag.value,int,0
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.drag.points,array,dict
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.drag.points[].value,int,0
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.drag.points[].severity,str,'low'
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.drag.points[].timestamp,int,1545575820
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.drag.severity,str,'low'
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.status,int,0
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.activity,str,'Rotary Drilling'
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.weight_on_bit,dict,object
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.weight_on_bit.latch,int,0
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.weight_on_bit.model,int,0
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.weight_on_bit.difference,int,0
corva#torque-and-drag.overview,torque-and-drag.overview,time,data.weight_transfer,str,'high'
corva#torque-and-drag.overview,torque-and-drag.overview,time,version,int,1
corva#torque-and-drag.overview,torque-and-drag.overview,time,asset_id,int,31659357
corva#torque-and-drag.overview,torque-and-drag.overview,time,provider,str,'corva'
corva#torque-and-drag.overview,torque-and-drag.overview,time,timestamp,int,1545577031
corva#torque-and-drag.overview,torque-and-drag.overview,time,collection,str,'torque-and-drag.overview'
corva#torque-and-drag.overview,torque-and-drag.overview,time,company_id,int,5
corva#torque-and-drag.stress,torque-and-drag.stress,time,_id,str,'5f75f737e9681d11fe2ebe68'
corva#torque-and-drag.stress,torque-and-drag.stress,time,data,dict,object
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.points,array,dict
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.points[].axial_stress,float,3295.7
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.points[].twist_stress,int,0
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.points[].yield_stress,int,135000
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.points[].bending_stress,int,0
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.points[].measured_depth,int,0
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.points[].von_mises_stress,float,3295.7
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.points[].yield_stress_60_percent,int,81000
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.points[].yield_stress_80_percent,int,108000
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.status,int,0
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.activity,str,'Run in Hole'
corva#torque-and-drag.stress,torque-and-drag.stress,time,data.stress_yield_ranges,str,''
corva#torque-and-drag.stress,torque-and-drag.stress,time,version,int,1
corva#torque-and-drag.stress,torque-and-drag.stress,time,asset_id,int,31659357
corva#torque-and-drag.stress,torque-and-drag.stress,time,provider,str,'corva'
corva#torque-and-drag.stress,torque-and-drag.stress,time,timestamp,int,1545221116
corva#torque-and-drag.stress,torque-and-drag.stress,time,collection,str,'torque-and-drag.stress'
corva#torque-and-drag.stress,torque-and-drag.stress,time,company_id,int,5
corva#torque-and-drag.torque,torque-and-drag.torque,time,_id,str,'5f75f737e9681d11fe2ebe67'
corva#torque-and-drag.torque,torque-and-drag.torque,time,data,dict,object
corva#torque-and-drag.torque,torque-and-drag.torque,time,data.points,array,dict
corva#torque-and-drag.torque,torque-and-drag.torque,time,data.points[].torque,int,0
corva#torque-and-drag.torque,torque-and-drag.torque,time,data.points[].measured_depth,int,0
corva#torque-and-drag.torque,torque-and-drag.torque,time,data.points[].torsional_yield,float,291.72
corva#torque-and-drag.torque,torque-and-drag.torque,time,data.status,int,0
corva#torque-and-drag.torque,torque-and-drag.torque,time,data.activity,str,'Run in Hole'
corva#torque-and-drag.torque,torque-and-drag.torque,time,data.torsional_yield,str,''
corva#torque-and-drag.torque,torque-and-drag.torque,time,data.torsional_yield_ranges,array,unknown
corva#torque-and-drag.torque,torque-and-drag.torque,time,version,int,1
corva#torque-and-drag.torque,torque-and-drag.torque,time,asset_id,int,31659357
corva#torque-and-drag.torque,torque-and-drag.torque,time,provider,str,'corva'
corva#torque-and-drag.torque,torque-and-drag.torque,time,timestamp,int,1545221116
corva#torque-and-drag.torque,torque-and-drag.torque,time,collection,str,'torque-and-drag.torque'
corva#torque-and-drag.torque,torque-and-drag.torque,time,company_id,int,5
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,_id,str,'5f75f637ce24b22b224debf0'
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data,dict,object
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.actual,dict,object
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.actual.ream_in,array,unknown
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.actual.ream_out,array,unknown
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.actual.rotary_off_bottom,array,unknown
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.config,dict,object
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.config.id,int,1
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.config._id,str,'5f75f3796c88017f9358a5fe'
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.config.type,str,'DrillString'
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.config.hole_size,int,30
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.curves,dict,object
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.curves.rotary_off_bottom,array,dict
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.curves.rotary_off_bottom[].points,array,dict
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.curves.rotary_off_bottom[].points[].torque,int,0
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.curves.rotary_off_bottom[].points[].hookload,int,189
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.curves.rotary_off_bottom[].points[].measured_depth,int,0
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.curves.rotary_off_bottom[].casing_friction_factor,float,0.15
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.curves.rotary_off_bottom[].openhole_friction_factor,float,0.1
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.status,int,0
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.activity,str,'In Slips'
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.outliers,dict,object
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.outliers.ream_in,array,unknown
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.outliers.ream_out,array,unknown
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.outliers.rotary_off_bottom,array,unknown
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.flow_rate,int,0
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.hole_depth,int,7065
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.is_extended,bool,False
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.has_confidence,bool,True
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.activity_groups,dict,object
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.activity_groups.end_timestamp,int,1545199574
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,data.activity_groups.start_timestamp,int,1545199574
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,version,int,1
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,asset_id,int,31659357
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,provider,str,'corva'
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,timestamp,int,1545199574
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,collection,str,'torque-and-drag.torque-trend'
corva#torque-and-drag.torque-trend,torque-and-drag.torque-trend,time,company_id,int,5
corva#traces.offsets,traces.offsets,time,_id,str,'60a3c418c910d416495c270f'
corva#traces.offsets,traces.offsets,time,data,dict,object
corva#traces.offsets,traces.offsets,time,data.app_id,int,333
corva#traces.offsets,traces.offsets,time,data.offsets,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.1,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.1.0,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.1.0.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.1.0.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.1.1,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.1.1.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.1.1.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.1.2,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.1.2.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.1.2.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.2,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.2.0,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.2.0.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.2.0.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.2.1,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.2.1.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.2.1.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.2.2,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.2.2.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.2.2.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.3,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.3.0,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.3.0.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.3.0.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.3.2,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.3.2.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.3.2.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.4,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.4.0,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.column.4.0.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.column.4.0.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.3,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.3.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.3.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.4,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.4.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.4.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.6,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.6.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.6.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.7,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.7.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.7.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.8,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.8.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.8.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.9,dict,object
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.9.rig_id,null,null
corva#traces.offsets,traces.offsets,time,data.offsets.side_bar.0.9.well_id,null,null
corva#traces.offsets,traces.offsets,time,data.user_id,int,262
corva#traces.offsets,traces.offsets,time,version,int,1
corva#traces.offsets,traces.offsets,time,asset_id,int,31659357
corva#traces.offsets,traces.offsets,time,provider,str,'corva'
corva#traces.offsets,traces.offsets,time,timestamp,int,1621345304
corva#traces.offsets,traces.offsets,time,collection,str,'traces.offsets'
corva#traces.offsets,traces.offsets,time,company_id,int,5
corva#trend-analysis,trend-analysis,time,_id,str,'5f75f42b14483c1fd0f90270'
corva#trend-analysis,trend-analysis,time,data,dict,object
corva#trend-analysis,trend-analysis,time,data.analysis,str,'over_pull'
corva#trend-analysis,trend-analysis,time,data.bit_depth,float,80.94
corva#trend-analysis,trend-analysis,time,data.hook_load,float,208.44
corva#trend-analysis,trend-analysis,time,data.hole_depth,int,7065
corva#trend-analysis,trend-analysis,time,data.occurrence,bool,False
corva#trend-analysis,trend-analysis,time,data.baseline_hookload,float,208.5
corva#trend-analysis,trend-analysis,time,data.baseline_bit_depth,float,73.55
corva#trend-analysis,trend-analysis,time,data.baseline_hole_depth,int,7065
corva#trend-analysis,trend-analysis,time,version,int,1
corva#trend-analysis,trend-analysis,time,asset_id,int,31659357
corva#trend-analysis,trend-analysis,time,provider,str,'corva'
corva#trend-analysis,trend-analysis,time,timestamp,int,1545159154
corva#trend-analysis,trend-analysis,time,collection,str,'trend-analysis'
corva#trend-analysis,trend-analysis,time,company_id,int,5
corva#trip-sheet,trip-sheet,time,_id,str,'5f75f850469b802512454267'
corva#trip-sheet,trip-sheet,time,data,dict,object
corva#trip-sheet,trip-sheet,time,data.config_data,dict,object
corva#trip-sheet,trip-sheet,time,data.config_data.bha_length,int,1000
corva#trip-sheet,trip-sheet,time,data.config_data.active_string_id,str,'5f75f3796c88017f9358a5fe'
corva#trip-sheet,trip-sheet,time,data.config_data.active_string_type,str,'drillstring'
corva#trip-sheet,trip-sheet,time,data.config_data.drillstring_number,int,1
corva#trip-sheet,trip-sheet,time,data.connection_records,array,dict
corva#trip-sheet,trip-sheet,time,data.connection_records[].stand_id,str,'Stand'
corva#trip-sheet,trip-sheet,time,data.connection_records[].timestamp,int,1545452762
corva#trip-sheet,trip-sheet,time,data.connection_records[].hole_depth,int,7065
corva#trip-sheet,trip-sheet,time,data.connection_records[].bit_depth_end,float,1007.11
corva#trip-sheet,trip-sheet,time,data.connection_records[].stand_counter,int,31
corva#trip-sheet,trip-sheet,time,data.connection_records[].tripped_depth,float,132.99
corva#trip-sheet,trip-sheet,time,data.connection_records[].trip_direction,str,'Trip out'
corva#trip-sheet,trip-sheet,time,data.connection_records[].bit_depth_start,float,1141.32
corva#trip-sheet,trip-sheet,time,data.connection_records[].block_height_max,float,135.13
corva#trip-sheet,trip-sheet,time,data.connection_records[].block_height_min,float,2.14
corva#trip-sheet,trip-sheet,time,data.connection_records[].start_volume_ttk1,null,null
corva#trip-sheet,trip-sheet,time,data.connection_records[].start_volume_ttk2,null,null
corva#trip-sheet,trip-sheet,time,data.connection_records[].start_volume_active,null,null
corva#trip-sheet,trip-sheet,time,version,int,1
corva#trip-sheet,trip-sheet,time,asset_id,int,31659357
corva#trip-sheet,trip-sheet,time,provider,str,'corva'
corva#trip-sheet,trip-sheet,time,timestamp,int,1545241679
corva#trip-sheet,trip-sheet,time,collection,str,'trip-sheet'
corva#trip-sheet,trip-sheet,time,company_id,int,5
corva#trip-sheet,trip-sheet,time,updated_at,int,1545452762
corva#well_cache,well_cache,time,_id,str,'61045ada44e8f4f4270f7aa2'
corva#well_cache,well_cache,time,rig,dict,object
corva#well_cache,well_cache,time,rig.id,int,181
corva#well_cache,well_cache,time,rig.name,str,'Rig #6'
corva#well_cache,well_cache,time,alert,dict,{}
corva#well_cache,well_cache,time,asset,dict,object
corva#well_cache,well_cache,time,asset.name,str,'Deepwater A Well'
corva#well_cache,well_cache,time,asset.state,str,'planned'
corva#well_cache,well_cache,time,asset.stats,dict,object
corva#well_cache,well_cache,time,asset.stats.drilling,dict,object
corva#well_cache,well_cache,time,asset.stats.drilling.end,int,1551355200
corva#well_cache,well_cache,time,asset.stats.drilling.start,int,1545156000
corva#well_cache,well_cache,time,asset.stats.drilling.total_npt,int,2070000
corva#well_cache,well_cache,time,asset.stats.drilling.total_cost,int,0
corva#well_cache,well_cache,time,asset.stats.completions,dict,object
corva#well_cache,well_cache,time,asset.stats.completions.end,null,null
corva#well_cache,well_cache,time,asset.stats.completions.start,null,null
corva#well_cache,well_cache,time,asset.stats.completions.frac_total_minutes,int,0
corva#well_cache,well_cache,time,asset.stats.completions.wireline_total_minutes,int,0
corva#well_cache,well_cache,time,asset.string_design,str,'4'
corva#well_cache,well_cache,time,asset.target_formation,str,'Wilcox'
corva#well_cache,well_cache,time,company,dict,object
corva#well_cache,well_cache,time,company.id,int,5
corva#well_cache,well_cache,time,company.name,str,'Demo'
corva#well_cache,well_cache,time,program,dict,object
corva#well_cache,well_cache,time,program.id,int,8
corva#well_cache,well_cache,time,program.name,str,'PROGRAM 2'
corva#well_cache,well_cache,time,asset_id,int,31659357
corva#well_cache,well_cache,time,location,dict,object
corva#well_cache,well_cache,time,location.type,str,'Point'
corva#well_cache,well_cache,time,location.coordinates,array,int
corva#well_cache,well_cache,time,timestamp,int,1629302042
corva#well_cache,well_cache,time,company_id,int,5
corva#well_cache,well_cache,time,corva#wits,dict,object
corva#well_cache,well_cache,time,corva#wits.data,dict,object
corva#well_cache,well_cache,time,corva#wits.data.state,str,'In Slips'
corva#well_cache,well_cache,time,corva#wits.data.bit_depth,float,38.14
corva#well_cache,well_cache,time,corva#wits.data.hole_depth,int,30360
corva#well_cache,well_cache,time,corva#wits.timestamp,int,1553064645
corva#well_cache,well_cache,time,frac_fleet,dict,{}
corva#well_cache,well_cache,time,drillout_unit,dict,{}
corva#well_cache,well_cache,time,app_annotation,dict,{}
corva#well_cache,well_cache,time,corva#data-mud,dict,object
corva#well_cache,well_cache,time,corva#data-mud.data,dict,object
corva#well_cache,well_cache,time,corva#data-mud.data.mud_type,str,'Oil-base'
corva#well_cache,well_cache,time,corva#data-mud.data.mud_density,float,16.5
corva#well_cache,well_cache,time,last_active_at,int,1553064645
corva#well_cache,well_cache,time,corva#data-casing,dict,object
corva#well_cache,well_cache,time,corva#data-casing.data,dict,object
corva#well_cache,well_cache,time,corva#data-casing.data.inner_diameter,float,9.156
corva#well_cache,well_cache,time,corva#data-casing.data.outer_diameter,float,10.75
corva#well_cache,well_cache,time,corva#data-casing.data.setting_timestamp,int,1550685391
corva#well_cache,well_cache,time,corva#data-casing.timestamp,int,1585065966
corva#well_cache,well_cache,time,corva#wireline-wits,dict,{}
corva#well_cache,well_cache,time,corva#completion-wits,dict,{}
corva#well_cache,well_cache,time,corva#data-npt-events,dict,object
corva#well_cache,well_cache,time,corva#data-npt-events.data,dict,object
corva#well_cache,well_cache,time,corva#data-npt-events.data.type,str,'rig service'
corva#well_cache,well_cache,time,corva#data-npt-events.data.depth,int,1000
corva#well_cache,well_cache,time,corva#data-npt-events.data.comment,str,''
corva#well_cache,well_cache,time,corva#data-npt-events.data.end_time,int,1545310920
corva#well_cache,well_cache,time,corva#data-npt-events.data.is_impact,bool,False
corva#well_cache,well_cache,time,corva#data-npt-events.data.start_time,int,1545130920
corva#well_cache,well_cache,time,corva#data-drillstring,dict,object
corva#well_cache,well_cache,time,corva#data-drillstring.data,dict,object
corva#well_cache,well_cache,time,corva#data-drillstring.data.id,float,6.93
corva#well_cache,well_cache,time,corva#data-drillstring.data.components,array,dict
corva#well_cache,well_cache,time,corva#data-drillstring.data.components[].family,str,'dp'
corva#well_cache,well_cache,time,corva#data-drillstring.data.components[].material,str,'Steel'
corva#well_cache,well_cache,time,corva#data-drillstring.data.setting_timestamp,int,1552415528
corva#well_cache,well_cache,time,corva#data-drillstring.timestamp,int,1586706777
corva#well_cache,well_cache,time,corva#data-well-sections,dict,object
corva#well_cache,well_cache,time,corva#data-well-sections.data,dict,object
corva#well_cache,well_cache,time,corva#data-well-sections.data.name,str,'Intermediate Vertical'
corva#well_cache,well_cache,time,corva#data-well-sections.data.pre_set,bool,False
corva#well_cache,well_cache,time,corva#data-well-sections.data.diameter,float,14.5
corva#well_cache,well_cache,time,corva#data-well-sections.data.top_depth,int,27781
corva#well_cache,well_cache,time,corva#data-well-sections.data.bottom_depth,int,27951
corva#well_cache,well_cache,time,corva#directional-accuracy,dict,object
corva#well_cache,well_cache,time,corva#directional-accuracy.data,dict,object
corva#well_cache,well_cache,time,corva#directional-accuracy.data.points,array,dict
corva#well_cache,well_cache,time,corva#directional-accuracy.data.points[].severity,str,'low'
corva#well_cache,well_cache,time,corva#directional-accuracy.data.points[].timestamp,int,1549594169
corva#well_cache,well_cache,time,corva#directional-accuracy.data.points[].distance_to_plan,float,0.01
corva#well_cache,well_cache,time,corva#directional-accuracy.data.vertical_plane,null,null
corva#well_cache,well_cache,time,corva#directional-accuracy.data.horizontal_plane,dict,object
corva#well_cache,well_cache,time,corva#directional-accuracy.data.horizontal_plane.ahead,float,0.06
corva#well_cache,well_cache,time,corva#directional-accuracy.data.horizontal_plane.right,float,-0.02
corva#well_cache,well_cache,time,corva#directional-accuracy.data.horizontal_plane.distance,float,0.06
corva#well_cache,well_cache,time,corva#directional-accuracy.data.minimum_distance_plane,dict,object
corva#well_cache,well_cache,time,corva#directional-accuracy.data.minimum_distance_plane.high,int,0
corva#well_cache,well_cache,time,corva#directional-accuracy.data.minimum_distance_plane.right,int,0
corva#well_cache,well_cache,time,corva#directional-accuracy.data.minimum_distance_plane.distance,float,0.06
corva#well_cache,well_cache,time,corva#completion-data-stages,dict,{}
corva#well_cache,well_cache,time,corva#data-operation-summaries,dict,object
corva#well_cache,well_cache,time,corva#data-operation-summaries.data,dict,object
corva#well_cache,well_cache,time,corva#data-operation-summaries.data.summary,str,"""Continued to TOH with BOP test assy from 2,550' to surface. Performing PMs and "
corva#well_cache,well_cache,time,corva#data-operation-summaries.data.date_time,int,1551074400
corva#well_cache,well_cache,time,corva#data-well-sections-phases,dict,{}
corva#well_cache,well_cache,time,corva#completion-data-ntp-events,dict,{}
corva#well_cache,well_cache,time,corva#completion-data-actual-stages,dict,{}
corva#well_cache,well_cache,time,corva#completion-data-operation-summaries,dict,{}
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,_id,str,'6514536163f24e923604a6e2'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data,dict,object
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.name,str,'Add Placeholder BHA'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.package,str,'bha.add_placeholder_bha'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.rule_id,str,'6514536163f24e923604a6e2'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.version,int,1
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.category,str,'BHA'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.internal,bool,True
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.interval,dict,object
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.interval.type,str,'time'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.interval.cache_key,str,'check_placeholder_bha'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.interval.interval_seconds,int,600
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.file_name,str,'check_placeholder_bha'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.life_cycle,array,unknown
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.entry_point,str,'check_placeholder_bha'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.environment,str,'drilling'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,data.point_allocation,int,10
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,version,int,1
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,provider,str,'corva'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,timestamp,int,1695830839
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,collection,str,'wellness_rule_settings'
corva#wellness_rule_settings_history,wellness_rule_settings_history,reference,company_id,int,3
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,_id,str,'5f161d23de7b935e2fe8e1f2'
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data,dict,object
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.static,int,197
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations,dict,object
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activities,dict,object
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activities.static,int,197
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activities.out of hole,int,845
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activities.run in hole,int,2441
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activities.plug and perf,int,5
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activities.pull out of hole,int,2452
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.orientations,dict,object
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.orientations.vertical,int,2360
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.orientations.horizontal,int,2735
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.orientations.unclassified,int,845
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activity_breakdown,dict,object
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activity_breakdown.static,dict,object
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activity_breakdown.static.vertical,int,135
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activity_breakdown.static.horizontal,int,62
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activity_breakdown.static.unclassified,int,0
corva#wireline.activity.summary-stage,wireline.activity.summary-stage,time,data.durations.activity_breakdown.out of hole,dict,object
