Dataset Name,Friendly Name,Category,Data Type,API Path,Field Path,Field Type,Example,Unit,Description,Notes,Tags
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,data.points[].helical_buckling_force,float,-4.66,,Helical buckling force,,"drillout, completions"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,data.points[].sinusoidal_buckling_force,float,-1.65,,Sinusoidal buckling force,,"drillout, completions"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,data.status,int,0,,Current status of the record/check,,"drillout, completions, metadata, status"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,data.activity,str,Run in Hole,,Activity code number,,"drillout, completions, operations, activity, classification"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,data.buckling,str,,,Buckling state/load of drill string,,"drillout, completions, torque-drag, calculated, risk"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,data.hookload,float,39.92,,Weight hanging from the hook (klbs),,"drillout, completions, drilling, hookload, real-time, torque-drag"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,data.pipe_stretch,float,0.95,,Pipe stretch,,"drillout, completions"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,data.buckling_ranges,array[unknown],,,Array of buckling ranges records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,version,int,1,,Schema version number for this record,,"drillout, completions, metadata, internal, versioning"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,asset_id,int,39888507,,Unique identifier for the well/asset this record belongs to,,"drillout, completions, metadata, well-id, filter-key, required"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,provider,str,corva,,"Data provider name (typically ""corva"")",,"drillout, completions, metadata, internal"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,timestamp,int,1585507218,,Unix epoch timestamp (seconds) of the record,,"drillout, completions, metadata, time-index, filter-key, required"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,collection,str,drillout.torque-and-drag.axial-load,,MongoDB collection name this record belongs to,,"drillout, completions, metadata, internal"
corva#drillout.torque-and-drag.axial-load,drillout.torque-and-drag.axial-load,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.axial-load/,company_id,int,5,,Unique identifier for the company/operator,,"drillout, completions, metadata, company, filter-key"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,_id,str,5e962c0ba1213d513142a754,,MongoDB document unique identifier,,"drillout, completions, metadata, internal, primary-key"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data,object,,,Container object for all measurement/computed data fields,,"drillout, completions, metadata, container"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.actual,object,,,Nested object containing actual data,,"drillout, completions, container, object"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.actual.pick_up,array[unknown],,,Array of pick up records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.actual.ream_in,array[unknown],,,Array of ream in records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.actual.wash_up,array[unknown],,,Array of wash up records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.actual.ream_out,array[unknown],,,Array of ream out records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.actual.slack_off,array[unknown],,,Array of slack off records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.actual.wash_down,array[unknown],,,Array of wash down records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.actual.rotary_off_bottom,array[unknown],,,Array of rotary off bottom records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.config,object,,,Nested object containing config data,,"drillout, completions, container, object"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.config.id,int,1,,Numeric identifier for this record/run,,"drillout, completions, metadata, identifier"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.config._id,str,5e9623524dbf264e2a2b3f2a,,Configuration parameter:  id,,"drillout, completions, configuration, settings"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.config.type,str,DrillString,,Type classifier for this record,,"drillout, completions, metadata, classification"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.config.hole_size,float,4.63,,Configuration parameter: hole size,,"drillout, completions, configuration, settings"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves,object,,,Nested object containing curves data,,"drillout, completions, container, object"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.pick_up,array[dict],,,Array of pick up records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.pick_up[].points,array[dict],,,Array of points records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.pick_up[].points[].hookload,int,12,,Weight hanging from the hook (klbs),,"drillout, completions, drilling, hookload, real-time, torque-drag"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.pick_up[].points[].measured_depth,int,0,,Measured depth along the wellbore path,,"drillout, completions, depth, survey, directional"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.pick_up[].casing_friction_factor,float,0.15,,Casing friction factor,,"drillout, completions"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.pick_up[].openhole_friction_factor,float,0.1,,Openhole friction factor,,"drillout, completions"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.slack_off,array[dict],,,Array of slack off records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.slack_off[].points,array[dict],,,Array of points records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.slack_off[].points[].hookload,int,12,,Weight hanging from the hook (klbs),,"drillout, completions, drilling, hookload, real-time, torque-drag"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.slack_off[].points[].measured_depth,int,0,,Measured depth along the wellbore path,,"drillout, completions, depth, survey, directional"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.slack_off[].casing_friction_factor,float,0.15,,Casing friction factor,,"drillout, completions"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.slack_off[].openhole_friction_factor,float,0.1,,Openhole friction factor,,"drillout, completions"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.rotary_off_bottom,array[dict],,,Array of rotary off bottom records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.rotary_off_bottom[].points,array[dict],,,Array of points records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.rotary_off_bottom[].points[].torque,int,0,,Rotary torque at surface (ft-lbs),,"drillout, completions, drilling, torque, real-time, torque-drag"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.rotary_off_bottom[].points[].hookload,int,12,,Weight hanging from the hook (klbs),,"drillout, completions, drilling, hookload, real-time, torque-drag"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.rotary_off_bottom[].points[].measured_depth,int,0,,Measured depth along the wellbore path,,"drillout, completions, depth, survey, directional"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.rotary_off_bottom[].flow_rate,int,0,,Rate: flow,,"drillout, completions, rate, measurement"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.rotary_off_bottom[].casing_friction_factor,int,0,,Casing friction factor,,"drillout, completions"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.curves.rotary_off_bottom[].openhole_friction_factor,int,0,,Openhole friction factor,,"drillout, completions"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.status,int,0,,Current status of the record/check,,"drillout, completions, metadata, status"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.activity,str,Run in Hole,,Activity code number,,"drillout, completions, operations, activity, classification"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.outliers,object,,,Nested object containing outliers data,,"drillout, completions, container, object"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.outliers.pick_up,array[unknown],,,Array of pick up records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.outliers.ream_in,array[unknown],,,Array of ream in records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.outliers.wash_up,array[unknown],,,Array of wash up records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.outliers.ream_out,array[unknown],,,Array of ream out records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.outliers.slack_off,array[unknown],,,Array of slack off records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.outliers.wash_down,array[unknown],,,Array of wash down records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.outliers.rotary_off_bottom,array[unknown],,,Array of rotary off bottom records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.hole_depth,float,2908.69,,Current hole depth (bottom of wellbore),,"drillout, completions, depth, drilling, real-time, key-metric"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.is_extended,bool,False,,Flag indicating whether is extended,,"drillout, completions, boolean, flag"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.has_confidence,bool,True,,Flag indicating whether has confidence,,"drillout, completions, boolean, flag"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.activity_groups,object,,,Nested object containing activity groups data,,"drillout, completions, container, object"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.activity_groups.end_timestamp,int,1585505003,,End timestamp of the interval/run (Unix epoch),,"drillout, completions, time, interval, range"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,data.activity_groups.start_timestamp,int,1585505003,,Start timestamp of the interval/run (Unix epoch),,"drillout, completions, time, interval, range"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,version,int,1,,Schema version number for this record,,"drillout, completions, metadata, internal, versioning"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,asset_id,int,39888507,,Unique identifier for the well/asset this record belongs to,,"drillout, completions, metadata, well-id, filter-key, required"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,provider,str,corva,,"Data provider name (typically ""corva"")",,"drillout, completions, metadata, internal"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,timestamp,int,1585505003,,Unix epoch timestamp (seconds) of the record,,"drillout, completions, metadata, time-index, filter-key, required"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,collection,str,drillout.torque-and-drag.hookload-trend,,MongoDB collection name this record belongs to,,"drillout, completions, metadata, internal"
corva#drillout.torque-and-drag.hookload-trend,drillout.torque-and-drag.hookload-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.hookload-trend/,company_id,int,5,,Unique identifier for the company/operator,,"drillout, completions, metadata, company, filter-key"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,_id,str,5e962c4f4dbf264ebd2b82ca,,MongoDB document unique identifier,,"drillout, completions, metadata, internal, primary-key"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data,object,,,Container object for all measurement/computed data fields,,"drillout, completions, metadata, container"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.points,array[dict],,,Array of points records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.points[].axial_stress,float,12209.9,,Axial stress,,"drillout, completions"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.points[].twist_stress,float,4090.6,,Twist stress,,"drillout, completions"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.points[].yield_stress,int,110000,,Yield stress,,"drillout, completions"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.points[].bending_stress,int,0,,Bending stress,,"drillout, completions"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.points[].measured_depth,int,0,,Measured depth along the wellbore path,,"drillout, completions, depth, survey, directional"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.points[].von_mises_stress,float,14116.6,,Von mises stress,,"drillout, completions"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.points[].yield_stress_60_percent,int,66000,,Yield stress 60 percent,,"drillout, completions"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.points[].yield_stress_80_percent,int,88000,,Yield stress 80 percent,,"drillout, completions"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.status,int,0,,Current status of the record/check,,"drillout, completions, metadata, status"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.activity,str,Run in Hole,,Activity code number,,"drillout, completions, operations, activity, classification"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,data.stress_yield_ranges,str,,,Stress yield ranges,,"drillout, completions"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,version,int,1,,Schema version number for this record,,"drillout, completions, metadata, internal, versioning"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,asset_id,int,39888507,,Unique identifier for the well/asset this record belongs to,,"drillout, completions, metadata, well-id, filter-key, required"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,provider,str,corva,,"Data provider name (typically ""corva"")",,"drillout, completions, metadata, internal"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,timestamp,int,1585507218,,Unix epoch timestamp (seconds) of the record,,"drillout, completions, metadata, time-index, filter-key, required"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,collection,str,drillout.torque-and-drag.stress,,MongoDB collection name this record belongs to,,"drillout, completions, metadata, internal"
corva#drillout.torque-and-drag.stress,drillout.torque-and-drag.stress,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.stress/,company_id,int,5,,Unique identifier for the company/operator,,"drillout, completions, metadata, company, filter-key"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,_id,str,5e962c0ba1213d513142a755,,MongoDB document unique identifier,,"drillout, completions, metadata, internal, primary-key"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data,object,,,Container object for all measurement/computed data fields,,"drillout, completions, metadata, container"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.actual,object,,,Nested object containing actual data,,"drillout, completions, container, object"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.actual.ream_in,array[unknown],,,Array of ream in records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.actual.ream_out,array[unknown],,,Array of ream out records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.actual.rotary_off_bottom,array[unknown],,,Array of rotary off bottom records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.config,object,,,Nested object containing config data,,"drillout, completions, container, object"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.config.id,int,1,,Numeric identifier for this record/run,,"drillout, completions, metadata, identifier"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.config._id,str,5e9623524dbf264e2a2b3f2a,,Configuration parameter:  id,,"drillout, completions, configuration, settings"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.config.type,str,DrillString,,Type classifier for this record,,"drillout, completions, metadata, classification"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.config.hole_size,float,4.63,,Configuration parameter: hole size,,"drillout, completions, configuration, settings"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.curves,object,,,Nested object containing curves data,,"drillout, completions, container, object"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.curves.rotary_off_bottom,array[dict],,,Array of rotary off bottom records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.curves.rotary_off_bottom[].points,array[dict],,,Array of points records,,"drillout, completions, container, array"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.curves.rotary_off_bottom[].points[].torque,int,0,,Rotary torque at surface (ft-lbs),,"drillout, completions, drilling, torque, real-time, torque-drag"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.curves.rotary_off_bottom[].points[].hookload,int,12,,Weight hanging from the hook (klbs),,"drillout, completions, drilling, hookload, real-time, torque-drag"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.curves.rotary_off_bottom[].points[].measured_depth,int,0,,Measured depth along the wellbore path,,"drillout, completions, depth, survey, directional"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.curves.rotary_off_bottom[].casing_friction_factor,float,0.15,,Casing friction factor,,"drillout, completions"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.curves.rotary_off_bottom[].openhole_friction_factor,float,0.1,,Openhole friction factor,,"drillout, completions"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.status,int,0,,Current status of the record/check,,"drillout, completions, metadata, status"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.activity,str,Run in Hole,,Activity code number,,"drillout, completions, operations, activity, classification"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.outliers,object,,,Nested object containing outliers data,,"drillout, completions, container, object"
corva#drillout.torque-and-drag.torque-trend,drillout.torque-and-drag.torque-trend,Drillout,time,/api/v1/data/corva/drillout.torque-and-drag.torque-trend/,data.outliers.ream_in,array[unknown],,,Array of ream in records,,"drillout, completions, container, array"
